0	-9021.13
1	-9055.88
2	-9055.88
3	-9055.88
4	-9055.88
5	-9074.09
6	-9074.09
7	-9074.09
8	-9074.09
9	-9074.09
10	-9074.09
11	-9074.09
12	-9083.03
13	-9083.03
14	-9083.03
15	-9083.03
16	-9153.36
17	-9153.36
18	-9153.36
19	-9153.36
20	-9153.36
21	-9153.36
22	-9153.36
23	-9153.36
24	-9153.36
25	-9153.36
26	-9153.36
27	-9153.36
28	-9153.36
29	-9153.36
30	-9153.36
31	-9153.36
32	-9153.36
33	-9153.36
34	-9153.36
35	-9153.36
36	-9153.36
37	-9153.36
38	-9153.36
39	-9153.36
40	-9153.45
41	-9153.45
42	-9153.45
43	-9153.45
44	-9153.45
45	-9153.45
46	-9153.45
47	-9153.45
48	-9153.45
49	-9153.45
50	-9153.45
51	-9153.45
52	-9153.45
53	-9153.45
54	-9153.45
55	-9153.45
56	-9153.45
57	-9153.45
58	-9153.45
59	-9153.45
60	-9153.45
61	-9157.09
62	-9157.09
63	-9157.09
64	-9157.09
65	-9157.09
66	-9157.09
67	-9157.09
68	-9157.09
69	-9157.09
70	-9157.09
71	-9157.09
72	-9157.09
73	-9157.09
74	-9157.09
75	-9157.09
76	-9157.09
77	-9157.09
78	-9157.09
79	-9157.09
80	-9157.09
81	-9157.09
82	-9157.09
83	-9157.09
84	-9157.09
85	-9157.09
86	-9157.09
87	-9157.09
88	-9157.09
89	-9157.09
90	-9157.09
91	-9157.09
92	-9157.09
93	-9157.09
94	-9157.09
95	-9157.09
96	-9157.09
97	-9157.09
98	-9157.09
99	-9157.09
100	-9157.09
101	-9157.09
102	-9157.09
103	-9157.61
104	-9157.61
105	-9157.61
106	-9157.61
107	-9157.61
108	-9157.61
109	-9157.61
110	-9157.61
111	-9157.61
112	-9157.61
113	-9157.61
114	-9157.61
115	-9157.61
116	-9157.61
117	-9157.61
118	-9157.61
119	-9157.61
120	-9157.61
121	-9157.61
122	-9157.61
123	-9157.61
124	-9157.61
125	-9157.61
126	-9157.61
127	-9157.61
128	-9157.61
129	-9157.61
130	-9157.61
131	-9157.61
132	-9157.61
133	-9157.61
134	-9157.61
135	-9157.61
136	-9157.61
137	-9157.61
138	-9157.61
139	-9157.61
140	-9157.61
141	-9157.61
142	-9157.61
143	-9157.61
144	-9157.61
145	-9157.61
146	-9157.61
147	-9157.61
148	-9157.61
149	-9157.61
150	-9157.61
151	-9157.61
152	-9157.61
153	-9157.61
154	-9157.61
155	-9157.61
156	-9157.61
157	-9157.61
158	-9157.61
159	-9157.61
160	-9157.61
161	-9157.61
162	-9157.61
163	-9157.61
164	-9157.61
165	-9157.61
166	-9157.61
167	-9157.61
168	-9157.61
169	-9157.61
170	-9157.61
171	-9157.61
172	-9157.61
173	-9157.61
174	-9157.61
175	-9157.61
176	-9157.61
177	-9157.61
178	-9157.61
179	-9157.61
180	-9157.61
181	-9157.61
182	-9157.61
183	-9157.61
184	-9157.61
185	-9157.61
186	-9157.61
187	-9157.61
188	-9157.61
189	-9157.61
190	-9157.61
191	-9157.61
192	-9157.61
193	-9157.61
194	-9157.61
195	-9157.61
196	-9157.61
197	-9157.61
198	-9157.61
199	-9157.61
200	-9157.61
201	-9157.61
202	-9157.61
203	-9157.61
